Name,Score,Genres,Type,Episodes,Premiered,Studios,Rating,Members,Favorites
Kirin the Noop,Unknown,Adventure,TV,2,Winter 2014,Unknown,G - All Ages,277,1
Keito no Yousei: Knit to Wool,Unknown,"Kids, Fantasy",TV,4,Summer 2015,Unknown,G - All Ages,140,0
Mono-darake!,Unknown,Kids,TV,3,Summer 2014,Unknown,G - All Ages,137,0
Baby Gamba,Unknown,"Comedy, Kids",TV,13,Summer 2014,Unknown,PG - Children,181,0
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.28,"Harem, Comedy, Romance, Ecchi, School",TV,10,Fall 2017,"Diomedéa, Studio Blanc",PG-13 - Teens 13 or older,183979,327
Yami Shibai 5,6.3,"Dementia, Horror, Supernatural",TV,13,Summer 2017,ILCA,PG-13 - Teens 13 or older,17920,11
Musekinin Galaxy☆Tylor,4.01,"Military, Sci-Fi, Space, Comedy, Parody",TV,12,Summer 2017,Seven,PG-13 - Teens 13 or older,5071,1
Pikotarou no Lullaby Lullaby (TV),5.55,"Comedy, Parody",TV,9,Summer 2017,DLE,G - All Ages,4413,6
Comic Girls,7.42,"Slice of Life, Comedy",TV,12,Spring 2018,Nexus,PG-13 - Teens 13 or older,111146,562
Gin no Guardian II,6.61,"Adventure, Fantasy",TV,6,Winter 2018,"Emon, Blade",PG-13 - Teens 13 or older,44859,68
Shingeki no Kyojin Season 3,8.59,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",TV,12,Summer 2018,Wit Studio,R - 17+ (violence & profanity),1212430,14971
Shokugeki no Souma: San no Sara,8.14,"Ecchi, School, Shounen",TV,12,Fall 2017,J.C.Staff,PG-13 - Teens 13 or older,659490,2691
Yowamushi Pedal: Glory Line,7.58,"Comedy, Drama, Shounen, Sports",TV,25,Winter 2018,TMS Entertainment,PG-13 - Teens 13 or older,41568,108
Tate no Yuusha no Nariagari,8,"Action, Adventure, Drama, Fantasy",TV,25,Winter 2019,Kinema Citrus,PG-13 - Teens 13 or older,907714,18693
Miniforce,Unknown,"Action, Adventure",TV,52,Unknown,Unknown,PG - Children,82,0
Love Kome: We Love Rice 2nd Season,4.83,Slice of Life,TV,12,Fall 2017,Encourage Films,PG-13 - Teens 13 or older,3411,1
Chio-chan no Tsuugakuro,7.45,"Comedy, Seinen",TV,12,Summer 2018,Diomedéa,PG-13 - Teens 13 or older,89367,272
Miira no Kaikata,7.42,"Slice of Life, Comedy, Supernatural",TV,12,Winter 2018,8bit,PG-13 - Teens 13 or older,83252,401
Angolmois: Genkou Kassenki,7.15,"Action, Drama, Historical, Military, Samurai",TV,12,Summer 2018,NAZ,PG-13 - Teens 13 or older,47270,90
RErideD: Tokigoe no Derrida,5.7,"Action, Sci-Fi, Drama",TV,12,Fall 2018,GEEK TOYS,PG-13 - Teens 13 or older,35741,24
Shoujo Shuumatsu Ryokou,8.19,"Adventure, Mystery, Sci-Fi, Slice of Life",TV,12,Fall 2017,White Fox,PG-13 - Teens 13 or older,228188,4140
Sora yori mo Tooi Basho,8.57,"Adventure, Comedy, Drama",TV,13,Winter 2018,Madhouse,PG-13 - Teens 13 or older,344406,10283
Gintama.: Porori-hen,8.53,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,13,Fall 2017,Bandai Namco Pictures,PG-13 - Teens 13 or older,127958,947
SSSS.Gridman,7.19,"Action, Sci-Fi, Mecha",TV,12,Fall 2018,Trigger,PG-13 - Teens 13 or older,199953,937
Darling in the FranXX,7.33,"Action, Drama, Mecha, Romance, Sci-Fi",TV,24,Winter 2018,"A-1 Pictures, Trigger, CloverWorks",PG-13 - Teens 13 or older,988865,23885
Lupin III: Part 5,8.17,"Action, Adventure, Comedy, Mystery, Seinen",TV,24,Spring 2018,Telecom Animation Film,PG-13 - Teens 13 or older,28897,275
Karakai Jouzu no Takagi-san,7.77,"Slice of Life, Comedy, Romance, School, Shounen",TV,12,Winter 2018,Shin-Ei Animation,PG-13 - Teens 13 or older,361838,3537
Cinderella Girls Gekijou 2nd Season,6.65,"Slice of Life, Comedy",TV,13,Fall 2017,"Gathering, Lesprit",PG-13 - Teens 13 or older,7323,12
Hakata Tonkotsu Ramens,7.41,"Action, Mystery",TV,12,Winter 2018,Satelight,R - 17+ (violence & profanity),120346,524
Ryuuou no Oshigoto!,6.92,"Comedy, Game, Slice of Life",TV,12,Winter 2018,Project No.9,PG-13 - Teens 13 or older,133518,282
Catchy-kun no Nice Catch!,Unknown,Comedy,TV,13,Summer 2017,DLE,Unknown,229,0
Hello Jadoo,Unknown,Slice of Life,TV,122,Summer 2011,Unknown,PG - Children,234,0
Ame-iro Cocoa Series: Ame-con!!,4.78,"Slice of Life, Comedy",TV,12,Fall 2017,EMT Squared,PG-13 - Teens 13 or older,4398,3
Devils Line,6.79,"Action, Drama, Romance, Seinen, Supernatural, Vampire",TV,12,Spring 2018,Platinum Vision,R - 17+ (violence & profanity),164432,1103
Basilisk: Ouka Ninpouchou,5.47,"Action, Drama, Historical, Martial Arts",TV,24,Winter 2018,Seven Arcs Pictures,R - 17+ (violence & profanity),29524,31
Wotaku ni Koi wa Muzukashii,7.96,"Comedy, Romance, Slice of Life",TV,11,Spring 2018,A-1 Pictures,PG-13 - Teens 13 or older,528912,5961
Fairy Tail: Final Series,7.55,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",TV,51,Fall 2018,"A-1 Pictures, Bridge, CloverWorks",PG-13 - Teens 13 or older,323151,4467
Harukana Receive,6.7,"Slice of Life, Sports",TV,12,Summer 2018,C2C,PG-13 - Teens 13 or older,80796,134
Dame x Prince Anime Caravan,6.53,"Adventure, Comedy, Romance, Fantasy",TV,12,Winter 2018,Studio Flad,PG-13 - Teens 13 or older,22025,71
Satsuriku no Tenshi,6.87,"Adventure, Horror, Psychological, Thriller",TV,16,Summer 2018,J.C.Staff,R - 17+ (violence & profanity),382383,4552
Märchen Mädchen,5.4,"Fantasy, Magic, School",TV,10,Winter 2018,Hoods Entertainment,PG-13 - Teens 13 or older,35063,37
Dia Horizon (Kabu),5.05,"Action, Adventure, Magic, Fantasy",TV,12,Fall 2017,Fanworks,PG-13 - Teens 13 or older,4952,5
Sora to Umi no Aida,5.68,"Sci-Fi, Adventure, Space, Fantasy",TV,12,Fall 2018,TMS Entertainment,PG-13 - Teens 13 or older,17960,20
Alice or Alice,5.33,"Seinen, Slice of Life",TV,12,Spring 2018,EMT Squared,PG-13 - Teens 13 or older,30139,44
Otona no Ikkyuu-san 2nd Season,Unknown,"Comedy, Historical",TV,13,Spring 2017,Unknown,PG-13 - Teens 13 or older,171,0
Two Car,5.65,Sports,TV,12,Fall 2017,SILVER LINK.,PG-13 - Teens 13 or older,19463,14
Shaolin Chuanqi,Unknown,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen",TV,26,Unknown,Unknown,Unknown,77,0
Cardfight!! Vanguard G: Z,6.48,"Action, Game, Shounen",TV,24,Fall 2017,OLM,PG-13 - Teens 13 or older,5083,9
Persona 5 the Animation,6.47,"Action, Fantasy, Supernatural",TV,26,Spring 2018,CloverWorks,R - 17+ (violence & profanity),179712,693
Ousama Game The Animation,5,"Mystery, Dementia, Horror, Supernatural, Drama, School",TV,12,Fall 2017,Seven,R - 17+ (violence & profanity),176008,322
Golden Kamuy,7.83,"Action, Adventure, Historical, Seinen",TV,12,Spring 2018,Geno Studio,R - 17+ (violence & profanity),220135,1754
Hakyuu Houshin Engi,5.41,"Adventure, Demons, Fantasy, Shounen, Supernatural",TV,23,Winter 2018,C-Station,PG-13 - Teens 13 or older,17629,20
Running Man,Unknown,"Action, Adventure, Kids",TV,48,Summer 2017,Unknown,G - All Ages,101,6
Senran Kagura Shinovi Master: Tokyo Youma-hen,6.3,"Action, Comedy, Ecchi, School",TV,12,Fall 2018,TNK,R+ - Mild Nudity,30265,64
Dagashi Kashi 2,6.87,"Slice of Life, Comedy, Shounen",TV,12,Winter 2018,Tezuka Productions,PG-13 - Teens 13 or older,115150,162
Aiseki Mogol Girl,Unknown,Comedy,TV,12,Fall 2017,Unknown,G - All Ages,374,1
Hakumei to Mikochi,7.65,"Fantasy, Seinen, Slice of Life",TV,12,Winter 2018,Lerche,PG-13 - Teens 13 or older,47637,254
Takunomi.,6.43,"Comedy, Slice of Life",TV,12,Winter 2018,Production IMS,PG-13 - Teens 13 or older,36901,41
Itou Junji: Collection,6.17,"Mystery, Comedy, Horror, Demons, Psychological, Supernatural, Drama, Thriller, School",TV,12,Winter 2018,Studio Deen,R - 17+ (violence & profanity),95082,376
Garo: Vanishing Line,7.17,"Action, Demons, Supernatural, Fantasy",TV,24,Fall 2017,MAPPA,R - 17+ (violence & profanity),59132,120
Fireball Humorous,5.76,"Sci-Fi, Comedy",TV,3,Fall 2017,Jinnis Animation Studios,G - All Ages,2752,5
Yuhuwa Chingudeul,Unknown,Kids,TV,26,Unknown,Unknown,PG - Children,65,0
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,6.14,"Comedy, Fantasy, Parody",TV,12,Winter 2018,Studio PuYUKAI,PG - Children,4060,5
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",5.59,"Ecchi, Romance, School",TV,12,Fall 2017,Seven,R+ - Mild Nudity,47639,151
Itsudatte Bokura no Koi wa 10 cm Datta.,7.52,"Comedy, Drama, Romance, School",TV,6,Fall 2017,Lay-duce,PG-13 - Teens 13 or older,142253,569
Hinomaru!,Unknown,"Adventure, Comedy, Fantasy",TV,12,Summer 2017,Unknown,G - All Ages,466,0
Evil or Live,5.83,"Psychological, School",TV,12,Fall 2017,Haoliners Animation League,R - 17+ (violence & profanity),62247,90
Pingu in the City,6.59,"Comedy, Kids, Slice of Life",TV,26,Fall 2017,DandeLion Animation Studio,G - All Ages,37137,850
Sylvanian Families: Mini Story,Unknown,"Kids, Slice of Life",TV,12,Fall 2017,Unknown,G - All Ages,210,1
Mahou Shoujo Site,6.48,"Drama, Horror, Psychological, Supernatural",TV,12,Spring 2018,production doA,R - 17+ (violence & profanity),152026,844
Uchuu Senkan Tiramisù,6.38,"Comedy, Mecha, Sci-Fi, Slice of Life, Space",TV,13,Spring 2018,Gonzo,PG-13 - Teens 13 or older,23788,18
Glamorous Heroes,4.5,"Action, Game",TV,10,Fall 2017,drop,PG-13 - Teens 13 or older,4043,3
Hinamatsuri,8.21,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural",TV,12,Spring 2018,feel.,PG-13 - Teens 13 or older,347326,3265
Butlers: Chitose Momotose Monogatari,5.64,"Comedy, School, Supernatural",TV,12,Spring 2018,SILVER LINK.,PG-13 - Teens 13 or older,20756,44
Shichisei no Subaru,6.13,"Action, Fantasy, Game, Sci-Fi",TV,12,Summer 2018,Lerche,PG-13 - Teens 13 or older,97150,167
Gaikotsu Shotenin Honda-san,7.32,"Comedy, Slice of Life",TV,12,Fall 2018,DLE,PG-13 - Teens 13 or older,84659,274
Kenja no Mago,6.54,"Action, Comedy, Magic, Romance, Fantasy",TV,12,Spring 2019,SILVER LINK.,PG-13 - Teens 13 or older,331554,1978
Koneko no Chi: Ponponra Dairyokou,6.49,Slice of Life,TV,25,Spring 2018,Marza Animation Planet,G - All Ages,1904,2
Zhandou Wang Zhi Jufeng Zhan Hun,6.38,"Action, Kids, Shounen",TV,52,Summer 2012,Unknown,PG - Children,498,66
Zhandou Wang Zhi Jufeng Zhan Hun 2,Unknown,"Action, Kids, Shounen",TV,40,Fall 2013,Unknown,PG - Children,323,11
Zhandou Wang Zhi Jufeng Zhan Hun 3,Unknown,"Action, Kids, Shounen",TV,40,Fall 2015,Unknown,PG - Children,359,8
Zhen Gyi Hong Shi,Unknown,"Action, Military, Sci-Fi, Adventure, Mecha",TV,52,Fall 2014,Unknown,Unknown,362,3
One Room Second Season,6.13,Slice of Life,TV,12,Summer 2018,Zero-G,PG-13 - Teens 13 or older,34579,36
Toaru Majutsu no Index III,6.76,"Action, Sci-Fi, Super Power, Magic",TV,26,Fall 2018,J.C.Staff,PG-13 - Teens 13 or older,174394,1168
Ku Pao Ying Xiong,5.69,"Action, Adventure, Fantasy, Game, Magic",TV,26,Fall 2017,B.CMAY PICTURES,Unknown,3271,6
Boku no Hero Academia 3rd Season,8.25,"Action, Comedy, Super Power, School, Shounen",TV,25,Spring 2018,Bones,PG-13 - Teens 13 or older,1333355,13575
Soukou Musume Senki,5.3,"Action, Military, Fantasy",TV,12,Winter 2021,Studio A-CAT,Unknown,8605,20
Tada-kun wa Koi wo Shinai,7.55,"Comedy, Romance, Slice of Life",TV,13,Spring 2018,Doga Kobo,PG-13 - Teens 13 or older,185649,829
Sword Art Online: Alicization,7.57,"Action, Game, Adventure, Romance, Fantasy",TV,24,Fall 2018,A-1 Pictures,R - 17+ (violence & profanity),651688,12373
Sword Art Online Alternative: Gun Gale Online,7.07,"Action, Fantasy, Game, Military, Sci-Fi",TV,12,Spring 2018,Studio 3Hz,PG-13 - Teens 13 or older,421918,1376
B-Project: Zecchou*Emotion,6.71,"Music, Shoujo",TV,12,Winter 2019,Bandai Namco Pictures,PG-13 - Teens 13 or older,10903,68
Lalala Lala-chan ★Uchuu ni Muchuu★,Unknown,"Adventure, Kids, Fantasy",TV,12,Fall 2017,Usagi Ou,PG - Children,184,0
Ulysses: Jehanne Darc to Renkin no Kishi,5.35,"Action, Fantasy",TV,12,Fall 2018,AXsiZ,PG-13 - Teens 13 or older,74217,109
Tokyo Ghoul:re,6.53,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,12,Spring 2018,"Studio Pierrot, Pierrot Plus",R - 17+ (violence & profanity),698167,3569
Rokuhoudou Yotsuiro Biyori,7.61,"Slice of Life, Seinen",TV,12,Spring 2018,Zexcs,PG-13 - Teens 13 or older,22827,116
Beatless,6.2,"Action, Drama, Romance, Sci-Fi",TV,20,Winter 2018,Diomedéa,PG-13 - Teens 13 or older,136059,433
Ling Qi 2,7.49,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,12,Winter 2018,Haoliners Animation League,PG-13 - Teens 13 or older,28932,178
Dorei-ku The Animation,5.98,"Drama, Psychological",TV,12,Spring 2018,"TNK, Zero-G",R - 17+ (violence & profanity),50882,59
Porong Porong Pororo 6,Unknown,Kids,TV,26,Spring 2016,Unknown,G - All Ages,160,0
Shinkansen Henkei Robo Shinkalion The Animation,6.78,"Action, Sci-Fi, Kids, Mecha",TV,76,Winter 2018,OLM,PG - Children,2533,19
Starmyu 3rd Season,6.89,"Music, Slice of Life, School",TV,12,Summer 2019,C-Station,PG-13 - Teens 13 or older,7559,37
Kokkoku,7.04,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,12,Winter 2018,Geno Studio,R - 17+ (violence & profanity),142143,265
Lalala Lala-chan: Patapata Daisensou,Unknown,"Adventure, Fantasy, Kids",TV,12,Fall 2016,Usagi Ou,G - All Ages,157,0
Pikachin-Kit,Unknown,"Sci-Fi, Comedy, Kids",TV,115,Winter 2018,"OLM, Shin-Ei Animation",PG - Children,309,1
Megalo Box,7.92,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13,Spring 2018,TMS Entertainment,R - 17+ (violence & profanity),340142,2233
Major 2nd (TV),7.49,"Comedy, Drama, Shounen, Sports",TV,25,Spring 2018,OLM,PG-13 - Teens 13 or older,24861,83
Granblue Fantasy The Animation Season 2,6.78,"Adventure, Fantasy",TV,12,Fall 2019,MAPPA,PG-13 - Teens 13 or older,46692,77
Hug tto! Precure,7.72,"Action, Magic, Fantasy, Shoujo",TV,49,Winter 2018,Toei Animation,G - All Ages,11216,186
Flowering Heart 2,6.31,"Kids, Magic",TV,26,Spring 2017,Unknown,G - All Ages,1019,33
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,"Comedy, Ecchi, Romance",TV,10,Fall 2018,"NAZ, Magia Doraglier",PG-13 - Teens 13 or older,92295,219
Date A Live III,7.13,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12,Winter 2019,J.C.Staff,R - 17+ (violence & profanity),223731,2534
Banana Fish,8.45,"Action, Adventure, Drama, Shoujo",TV,24,Summer 2018,MAPPA,R - 17+ (violence & profanity),415468,15886
Piano no Mori (TV),7.33,"Adventure, Music, Comedy, Drama, School, Seinen",TV,12,Spring 2018,Gaina,PG-13 - Teens 13 or older,82718,256
Tsurune: Kazemai Koukou Kyuudoubu,7.58,"Sports, Drama, School",TV,13,Fall 2018,Kyoto Animation,PG-13 - Teens 13 or older,87195,571
Tsukumogami Kashimasu,6.71,"Slice of Life, Comedy, Historical, Demons, Supernatural",TV,12,Summer 2018,Telecom Animation Film,PG-13 - Teens 13 or older,13797,8
Stone Age,Unknown,"Kids, Fantasy",TV,26,Summer 2017,Unknown,G - All Ages,176,0
An Ling Yu Shi Di Qi,6.03,"Sci-Fi, Adventure, Kids",TV,13,Spring 2017,Unknown,G - All Ages,624,1
Free!: Dive to the Future,7.59,"Comedy, Drama, School, Slice of Life, Sports",TV,12,Summer 2018,"Kyoto Animation, Animation Do",PG-13 - Teens 13 or older,113969,529
Yuragi-sou no Yuuna-san,7.06,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,12,Summer 2018,Xebec,R+ - Mild Nudity,186687,567
Mameneko,6.06,Slice of Life,TV,12,Winter 2018,Charaction,PG - Children,1173,0
Capsule Samurai,Unknown,"Comedy, Music, Samurai",TV,40,Unknown,Unknown,G - All Ages,128,0
Shikato,Unknown,"Comedy, Kids",TV,135,Unknown,Unknown,G - All Ages,104,2
Dragon Egg,Unknown,"Action, Sci-Fi, Kids",TV,52,Fall 2017,Unknown,G - All Ages,229,0
Kakuriyo no Yadomeshi,7.5,"Demons, Drama, Romance, Supernatural",TV,26,Spring 2018,Gonzo,PG-13 - Teens 13 or older,101513,946
Hataraku Onii-san!,6.36,"Slice of Life, Comedy",TV,12,Winter 2018,Tomovies,G - All Ages,6370,17
3D Kanojo: Real Girl,6.78,"Romance, School, Shoujo",TV,12,Spring 2018,Hoods Entertainment,PG-13 - Teens 13 or older,210853,1034
gdMen,5.91,"Comedy, Fantasy",TV,12,Winter 2018,Strawberry Meets Pictures,PG - Children,2437,4
Amanchu! Advance,7.13,"Slice of Life, Comedy, School, Shounen",TV,12,Spring 2018,J.C.Staff,PG-13 - Teens 13 or older,27169,30
Sunohara-sou no Kanrinin-san,6.86,"Comedy, Slice of Life",TV,12,Summer 2018,SILVER LINK.,PG-13 - Teens 13 or older,96351,311
Caligula (TV),6.03,"Action, Sci-Fi",TV,12,Spring 2018,Satelight,PG-13 - Teens 13 or older,65279,106
Gintama.: Shirogane no Tamashii-hen,8.81,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,12,Winter 2018,Bandai Namco Pictures,PG-13 - Teens 13 or older,126835,1060
25-sai no Joshikousei,5.54,"Ecchi, Romance, School",TV,12,Winter 2018,Lilix,R+ - Mild Nudity,30002,159
Nanatsu no Bitoku,5.21,"Ecchi, Fantasy",TV,10,Winter 2018,Bridge,R+ - Mild Nudity,40288,82
Akkun to Kanojo,6.83,"Comedy, Josei, Romance, School",TV,25,Spring 2018,Yumeta Company,PG-13 - Teens 13 or older,101236,170
Back Street Girls: Gokudolls,6.93,"Comedy, Ecchi, Seinen",TV,10,Summer 2018,J.C.Staff,R - 17+ (violence & profanity),94244,332
Arifureta Shokugyou de Sekai Saikyou,6.52,"Action, Adventure, Fantasy, Harem",TV,13,Summer 2019,"Asread, White Fox",PG-13 - Teens 13 or older,353554,3766
Hisone to Maso-tan,7.37,"Comedy, Drama, Fantasy, Military",TV,12,Spring 2018,Bones,PG-13 - Teens 13 or older,64726,266
Inazma Delivery: Dougyousha Attack-hen,6.25,"Action, Sci-Fi, Comedy",TV,10,Winter 2018,Kanaban Graphics,PG-13 - Teens 13 or older,496,2
Mahou Shoujo Ore,6.64,"Comedy, Fantasy, Magic",TV,12,Spring 2018,Pierrot Plus,PG-13 - Teens 13 or older,68526,127
Jashin-chan Dropkick,6.94,"Comedy, Supernatural",TV,11,Summer 2018,Nomad,PG-13 - Teens 13 or older,74506,224
Captain Tsubasa (2018),7.42,"Action, Sports, Shounen",TV,52,Spring 2018,David Production,G - All Ages,53904,285
Tachibanakan Triangle,5.58,"Comedy, Ecchi, Shoujo Ai",TV,12,Spring 2018,"Creators in Pack, Studio Lings",PG-13 - Teens 13 or older,50063,61
Himote House,5.72,"Comedy, Super Power",TV,12,Fall 2018,Bouncy,PG-13 - Teens 13 or older,14148,17
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,8.08,"Ecchi, School, Shounen",TV,12,Spring 2018,J.C.Staff,PG-13 - Teens 13 or older,474921,1413
Cutie Honey Universe,5.43,"Action, Comedy, Magic, Romance, Sci-Fi, Shounen",TV,12,Spring 2018,Production Reed,R - 17+ (violence & profanity),15730,15
Annyeong Totobi,Unknown,Kids,TV,104,Summer 2011,Unknown,PG - Children,165,0
Neko no Dayan (2017),Unknown,Kids,TV,30,Fall 2017,Unknown,G - All Ages,159,0
Micchiri Neko,6.8,"Comedy, Kids",TV,39,Winter 2018,helo.inc,G - All Ages,6738,18
Chao Zhi Neng Zu Qiu,6.38,"Comedy, Sports",TV,52,Summer 2010,Unknown,G - All Ages,654,6
Uchi no Oochopus,Unknown,Kids,TV,38,Winter 2018,Unknown,G - All Ages,189,0
Hinomaruzumou,7.6,"Martial Arts, Shounen, Sports",TV,24,Fall 2018,Gonzo,PG-13 - Teens 13 or older,81746,253
Layton Mystery Tanteisha: Katri no Nazotoki File,7.26,"Mystery, Comedy, Kids",TV,50,Spring 2018,LIDENFILMS,PG - Children,13429,48
Hoozuki no Reitetsu 2nd Season: Sono Ni,7.84,"Comedy, Demons, Fantasy, Seinen, Supernatural",TV,13,Spring 2018,Studio Deen,PG-13 - Teens 13 or older,21175,40
Binan Koukou Chikyuu Boueibu Happy Kiss!,6.51,"Comedy, Magic, Parody, School, Slice of Life",TV,12,Spring 2018,Studio Comet,PG-13 - Teens 13 or older,9623,36
Kakegurui××,7.33,"Drama, Game, Mystery, Psychological, School, Shounen",TV,12,Winter 2019,MAPPA,R - 17+ (violence & profanity),435529,1573
Xiong Chumo Zhi: Xiongxiong Leyuan,Unknown,"Adventure, Comedy, Kids",TV,52,Spring 2017,Unknown,G - All Ages,141,0
Xiong Chumo Zhi: Tanxian Riji,Unknown,"Adventure, Comedy, Kids",TV,52,Fall 2017,Unknown,PG - Children,144,0
Grand Blue,8.41,"Slice of Life, Comedy, Seinen",TV,12,Summer 2018,Zero-G,PG-13 - Teens 13 or older,421403,9848
Kitsune no Koe,6.43,Music,TV,12,Fall 2018,Yumeta Company,PG-13 - Teens 13 or older,16606,51
Bakutsuri Bar Hunter,Unknown,"Adventure, Kids",TV,25,Fall 2018,"Toei Animation, Gallop",PG - Children,344,1
Nobunaga no Shinobi: Anegawa Ishiyama-hen,7.05,"Comedy, Historical",TV,26,Spring 2018,TMS Entertainment,PG-13 - Teens 13 or older,6493,3
Gegege no Kitarou (2018),7.23,"Comedy, Demons, Supernatural, Shounen",TV,97,Spring 2018,Toei Animation,G - All Ages,40208,118
Hataraku Saibou (TV),7.64,"Comedy, Shounen",TV,13,Summer 2018,David Production,PG-13 - Teens 13 or older,439537,1926
Marvel Future Avengers 2nd Season,6.17,"Action, Super Power, Kids",TV,13,Summer 2018,Madhouse,PG - Children,893,0
Grimms Notes The Animation,5.99,"Action, Adventure, Magic, Fantasy",TV,12,Winter 2019,Brain's Base,PG-13 - Teens 13 or older,34508,61
Asobi Asobase,8.19,"Comedy, School",TV,12,Summer 2018,Lerche,PG-13 - Teens 13 or older,280369,3736
Kiratto Pri☆chan,6.93,"Music, Slice of Life, Magic, Shoujo",TV,51,Spring 2018,"Tatsunoko Production, Dongwoo A&E",PG - Children,3740,32
Fumikiri Jikan,6.39,"Comedy, Slice of Life",TV,12,Spring 2018,EKACHI EPILKA,PG-13 - Teens 13 or older,32679,14
Radiant,6.87,"Action, Adventure, Fantasy, Magic",TV,21,Fall 2018,Lerche,PG-13 - Teens 13 or older,143725,331
Aikatsu Friends!,7.1,"Music, Slice of Life, School, Shoujo",TV,50,Spring 2018,Bandai Namco Pictures,PG - Children,8663,67
Anima Yell!,6.93,"Comedy, School, Sports",TV,12,Fall 2018,Doga Kobo,PG-13 - Teens 13 or older,32420,78
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic",TV,12,Summer 2018,Ajia-Do,PG-13 - Teens 13 or older,425943,2017
Xiongmao He Xiao Yan Shu,Unknown,"Comedy, Kids",TV,52,Unknown,Unknown,PG - Children,96,0
Release the Spyce,6.97,"Action, School",TV,12,Fall 2018,Lay-duce,PG-13 - Teens 13 or older,55692,170
Xiao Hua Xian,Unknown,"Kids, Magic",TV,52,Winter 2014,Taomee,Unknown,208,1
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,6.54,"Action, Adventure, Magic, Fantasy",TV,12,Fall 2018,Encourage Films,PG-13 - Teens 13 or older,24023,41
Gan Gan Ganko-chan 2nd Season,Unknown,"Sci-Fi, Comedy, Kids",TV,8,Winter 2018,10Gauge,G - All Ages,149,0
Gundam Build Divers,6.31,"Action, Sci-Fi, Mecha",TV,25,Spring 2018,Sunrise,G - All Ages,21005,43
Last Period: Owarinaki Rasen no Monogatari,6.45,"Action, Adventure, Comedy, Fantasy, Magic",TV,12,Spring 2018,J.C.Staff,PG-13 - Teens 13 or older,30805,21
Omae wa Mada Gunma wo Shiranai,5.23,"Comedy, School",TV,12,Spring 2018,Asahi Production,PG-13 - Teens 13 or older,12056,1
Hanebado!,6.93,"Seinen, Sports",TV,13,Summer 2018,LIDENFILMS,PG-13 - Teens 13 or older,125469,308
Quiz Tokiko-san,Unknown,"Game, Slice of Life",TV,40,Summer 2017,Unknown,Unknown,265,0
Z/X: Code Reunion,5.7,"Sci-Fi, Fantasy, School, Shounen",TV,12,Fall 2019,Passione,PG-13 - Teens 13 or older,10539,21
Joshiochi!: 2-kai kara Onnanoko ga... Futtekita!?,6.4,"Comedy, Ecchi",TV,9,Summer 2018,Ark,R+ - Mild Nudity,39600,197
Beyblade Burst Chouzetsu,6.3,"Action, Sci-Fi, Adventure, Sports, Shounen",TV,51,Spring 2018,OLM,PG - Children,6048,70
Xiao Liyu Lixian Ji,Unknown,"Adventure, Kids, Magic, Fantasy",TV,52,Unknown,Unknown,PG - Children,191,1
Kemurikusa (TV),7.07,"Fantasy, Sci-Fi",TV,12,Winter 2019,Yaoyorozu,PG-13 - Teens 13 or older,23522,112
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,5.47,Ecchi,TV,13,Spring 2018,Magic Bus,R+ - Mild Nudity,21446,148
Youkai Watch: Shadow Side,6.58,"Comedy, Demons, Kids, Supernatural",TV,49,Spring 2018,OLM,G - All Ages,1447,10
Kuroneko Monroe,Unknown,Comedy,TV,23,Spring 2018,Unknown,G - All Ages,468,0
Chuukan Kanriroku Tonegawa,7.14,"Comedy, Parody, Psychological, Drama, Seinen",TV,24,Summer 2018,Madhouse,PG-13 - Teens 13 or older,30924,80
Plunderer,6.5,"Action, Ecchi, Fantasy, Shounen",TV,24,Winter 2020,GEEK TOYS,PG-13 - Teens 13 or older,220623,1020
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,Summer 2019,J.C.Staff,PG-13 - Teens 13 or older,500644,2029
Goblin Slayer,7.46,"Action, Adventure, Fantasy",TV,12,Fall 2018,White Fox,R - 17+ (violence & profanity),706484,5110
Shounen Ashibe: Go! Go! Goma-chan 3,5.75,"Slice of Life, Comedy, Seinen",TV,32,Spring 2018,"Bridge, Husio Studio",G - All Ages,583,2
